Experiment,Model,Run,AS_Index,Line,Title,Matched_GT,Decision,Reason,Has_Payoff_Evidence,Case,Condition,Source,Has_Representation_Evidence
ODD-only,DeepSeek-V4-Pro,run_22.md,2,17,Overstaying Dilemma,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_22.md,3,31,Rule Enforcement Game,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_22.md,4,45,Resident Priority Claim Game,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_22.md,5,59,Complaint Reporting Dilemma,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_22.md,6,73,Off‑Peak Charging Coordination,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_23.md,1,3,Queue Compliance in Shared Charging,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_23.md,2,16,Overstay in Charging Bay,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_23.md,3,29,Staff Enforcement of Charging Rules,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_23.md,4,42,Resident vs Non-resident Priority Claim,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_23.md,5,55,Reporting Violations as a Public Good,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_23.md,6,68,Capacity Expansion under User Pressure,AS5: Formal complaint and enforcement coordination between user and management,FP-duplicate,duplicate generated AS for AS5: Formal complaint and enforcement coordination between user and management,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_23.md,7,81,Informal Priority Request,AS4: Informal priority exchange between EV user and parking staff,TP,generated AS matches AS4: Informal priority exchange between EV user and parking staff,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_24.md,1,5,Queue Compliance Dilemma,AS1: Queue-order and prompt move-out compliance between EV users,TP,generated AS matches AS1: Queue-order and prompt move-out compliance between EV users,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_24.md,2,16,Overstay Dilemma,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_24.md,3,27,Rule Enforcement Dilemma,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_24.md,4,38,Resident vs. Non-resident Access Dilemma,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_24.md,5,49,Informal Priority Request Dilemma,AS4: Informal priority exchange between EV user and parking staff,TP,generated AS matches AS4: Informal priority exchange between EV user and parking staff,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_24.md,6,60,Complaint Dilemma (Peer Enforcement),AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_24.md,7,71,Capacity Expansion Dilemma,AS5: Formal complaint and enforcement coordination between user and management,FP-duplicate,duplicate generated AS for AS5: Formal complaint and enforcement coordination between user and management,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_25.md,1,3,Queue Order Compliance,AS1: Queue-order and prompt move-out compliance between EV users,TP,generated AS matches AS1: Queue-order and prompt move-out compliance between EV users,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_25.md,2,23,Move‑out Timing (Overstay vs. Prompt Release),,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_25.md,3,44,Staff Enforcement vs. User Compliance,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_25.md,4,65,Resident Priority Claim,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_25.md,5,86,Informal Favoritism,AS4: Informal priority exchange between EV user and parking staff,TP,generated AS matches AS4: Informal priority exchange between EV user and parking staff,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_25.md,6,107,Capacity Expansion Decision,AS3: Shared charger-capacity contribution dilemma among residents,TP,generated AS matches AS3: Shared charger-capacity contribution dilemma among residents,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_25.md,7,128,Off‑Peak Charging Coordination,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_25.md,8,148,Resident Status Verification,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_26.md,1,3,Queue Order Compliance,AS1: Queue-order and prompt move-out compliance between EV users,TP,generated AS matches AS1: Queue-order and prompt move-out compliance between EV users,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_26.md,2,14,Post-Charging Move-out,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_26.md,3,25,Staff Enforcement vs. User Compliance,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_26.md,4,36,Collective Complaint (Public Good),AS5: Formal complaint and enforcement coordination between user and management,FP-duplicate,duplicate generated AS for AS5: Formal complaint and enforcement coordination between user and management,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_26.md,5,47,Resident vs. Non-resident Priority,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_26.md,6,58,Reservation vs. Walk-in Commitment,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_26.md,7,69,Capacity Expansion (Management vs. Users),AS5: Formal complaint and enforcement coordination between user and management,FP-duplicate,duplicate generated AS for AS5: Formal complaint and enforcement coordination between user and management,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_27.md,1,3,Queue Adherence Dilemma,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_27.md,2,16,Move‑out Compliance Dilemma,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_27.md,3,29,Rule Enforcement Dilemma,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_27.md,4,42,Resident Priority Claim Dilemma,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_27.md,5,55,Reservation Commitment Dilemma,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_27.md,6,68,Complaint Dilemma,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_27.md,7,81,Favoritism Dilemma,AS4: Informal priority exchange between EV user and parking staff,TP,generated AS matches AS4: Informal priority exchange between EV user and parking staff,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_27.md,8,94,Capacity Expansion Dilemma,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_27.md,9,107,Off‑peak Charging Dilemma,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_27.md,10,120,Information Sharing Dilemma,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_28.md,1,1,Queue Order Compliance Dilemma,AS4: Informal priority exchange between EV user and parking staff,TP,generated AS matches AS4: Informal priority exchange between EV user and parking staff,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_29.md,1,3,Queue Order Compliance,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_29.md,2,16,Post‑Charging Bay Release,AS6: Shared charger-occupancy common-pool congestion between EV users,TP,generated AS matches AS6: Shared charger-occupancy common-pool congestion between EV users,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_29.md,3,29,Rule Enforcement (Proactive Monitoring),,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_29.md,4,42,Resident Priority Contest,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_29.md,5,55,Complaint Reporting Dilemma,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_29.md,6,68,Informal Favoritism,AS4: Informal priority exchange between EV user and parking staff,TP,generated AS matches AS4: Informal priority exchange between EV user and parking staff,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_29.md,7,81,Complaint Response,AS5: Formal complaint and enforcement coordination between user and management,FP-duplicate,duplicate generated AS for AS5: Formal complaint and enforcement coordination between user and management,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_30.md,1,3,Queue Discipline Dilemma,AS1: Queue-order and prompt move-out compliance between EV users,TP,generated AS matches AS1: Queue-order and prompt move-out compliance between EV users,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_30.md,2,17,Bay Release Dilemma,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_30.md,3,31,Enforcement Dilemma,AS4: Informal priority exchange between EV user and parking staff,TP,generated AS matches AS4: Informal priority exchange between EV user and parking staff,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_30.md,4,43,Resident Priority Conflict,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_30.md,5,55,Complaint Dilemma,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,DeepSeek-V4-Pro,run_30.md,6,69,Capacity Investment Dilemma,AS3: Shared charger-capacity contribution dilemma among residents,TP,generated AS matches AS3: Shared charger-capacity contribution dilemma among residents,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_01.md,1,4,User Compliance vs. Queue Bypassing,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_01.md,2,13,User Charging Duration vs. Staff Intervention,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_01.md,3,22,User Complaints vs. Management Response,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_01.md,4,31,Management Expansion vs. User Demand,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_02.md,1,1,Queue Priority,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_03.md,1,5,Conflict between resident priority and non-resident fairness,AS1: Queue-order and prompt move-out compliance between EV users,TP,generated AS matches AS1: Queue-order and prompt move-out compliance between EV users,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_03.md,2,15,Conflict between user convenience and management's need for efficient charger use,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_03.md,3,25,Conflict between user expectations and management's capacity to respond,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_03.md,4,35,Conflict between management's investment in new chargers and users' demand for access,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_04.md,1,1,Queue Priority,AS4: Informal priority exchange between EV user and parking staff,TP,generated AS matches AS4: Informal priority exchange between EV user and parking staff,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_05.md,1,1,Queue Priority,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_06.md,1,1,Queue Jumping,AS4: Informal priority exchange between EV user and parking staff,TP,generated AS matches AS4: Informal priority exchange between EV user and parking staff,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_07.md,1,1,Queue Bypassing,AS4: Informal priority exchange between EV user and parking staff,TP,generated AS matches AS4: Informal priority exchange between EV user and parking staff,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_08.md,1,1,Queue Priority,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_09.md,1,4,User-User Conflict,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_09.md,2,13,User-Management Conflict,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_09.md,3,22,Compliance-Enforcement Dilemma,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_09.md,4,31,Investment-Investment Dilemma,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_10.md,1,5,Conflict over queue access and priority,AS1: Queue-order and prompt move-out compliance between EV users,TP,generated AS matches AS1: Queue-order and prompt move-out compliance between EV users,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_10.md,2,15,Conflict over charger occupation duration,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_10.md,3,25,Conflict over complaint response and resolution,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_10.md,4,35,Conflict over capacity expansion and charger allocation,AS3: Shared charger-capacity contribution dilemma among residents,TP,generated AS matches AS3: Shared charger-capacity contribution dilemma among residents,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_11.md,1,6,Queue Fairness Dilemma,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_11.md,2,16,Charger Hogging Dilemma,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_11.md,3,26,Complaint and Enforcement Dilemma,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_11.md,4,36,Charger Capacity Expansion Dilemma,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_12.md,1,1,Queue Priority,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_13.md,1,1,Queue Priority,AS4: Informal priority exchange between EV user and parking staff,TP,generated AS matches AS4: Informal priority exchange between EV user and parking staff,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_14.md,1,1,Queue Jumping,AS3: Shared charger-capacity contribution dilemma among residents,TP,generated AS matches AS3: Shared charger-capacity contribution dilemma among residents,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_15.md,1,1,Queue Access,,FP-wrong,generated AS is not one of the scenario-file correct ASs,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_16.md,1,1,Queue Priority,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_17.md,1,1,Queue Priority,AS4: Informal priority exchange between EV user and parking staff,TP,generated AS matches AS4: Informal priority exchange between EV user and parking staff,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_18.md,1,1,Queue Priority,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
ODD-only,Llama-3.3-70B,run_19.md,1,1,Queue Priority,AS5: Formal complaint and enforcement coordination between user and management,TP,generated AS matches AS5: Formal complaint and enforcement coordination between user and management,1.0,EV-parking,ODD-only,ODD_EV-parking/Batch_30Runs_ODDOnly/EVParking_evaluation_as_level_ODD-only.csv,
